Proteome Id	Organism Id
UP000266301	2068654
UP000245916	2068657
UP000238693	2069256
UP000235625	2069308
UP000235560	2069310
UP000268769	2069348
UP000272478	2069350
UP000276962	2069351
UP000273161	2069354
UP000279155	2069359
UP000289465	2069367
UP000236592	2069432
UP000301960	2070337
UP000302312	2070347
UP000295664	2070364
UP000248749	2070366
UP000235943	2070367
UP000249304	2070368
UP000253748	2070369
UP000302276	2070463
UP000295706	2070510
UP000247565	2070537
UP000246096	2070539
UP000236101	2070561
UP000236071	2070571
UP000236102	2070577
UP000235967	2070600
UP000235931	2070616
UP000235999	2070619
UP000235970	2070663
UP000236060	2070670
UP000236197	2070686
UP000236488	2070688
UP000789325	2070688
UP000235916	2070761
UP000310054	2070776
UP000307223	2070777
UP000308207	2070777
UP000309714	2070777
UP000310462	2070777
UP000515955	2071607
UP000240645	2071627
UP000288246	2071633
UP000238216	2071682
UP000033352	2071710
UP001185068	2071710
UP000238368	2071994
UP000282084	2072
UP000245680	2072018
UP000290624	2072026
UP000266802	2072409
UP000266768	2072411
UP000266799	2072413
UP000266765	2072414
UP000251165	2072416
UP000590186	2072416
UP000612414	2072416
UP000886280	2072416
UP000245904	2072417
UP000246080	2072417
UP000707581	2072417
UP000709122	2072417
UP000730287	2072417
UP000737270	2072417
UP000746636	2072417
UP000752541	2072417
UP000758410	2072417
UP000808785	2072417
UP000810516	2072417
UP000250918	2072418
UP000251192	2072420
UP000278703	2072420
UP000291587	2072420
UP000251502	2072421
UP000648547	2072421
UP000705125	2072421
UP000724438	2072421
UP000759412	2072421
UP000772344	2072421
UP000807599	2072421
UP000253251	2072505
UP000236211	2072509
UP000240505	2072590
UP000268842	2072747
UP000240357	2072846
UP000253919	2072847
UP000239825	2072936
UP000051887	2072972
UP000288744	2073078
UP000437065	2073113
UP000251764	2073116
UP000524368	2073116
UP000250738	2073117
UP000251167	2073117
UP000315139	2073117
UP000315980	2073117
UP000316575	2073117
UP000318246	2073117
UP000318630	2073117
UP000319057	2073117
UP000319116	2073117
UP000319591	2073117
UP000320521	2073117
UP000320932	2073117
UP000524043	2073117
UP000529643	2073117
UP000539833	2073117
UP000551549	2073117
UP000565331	2073117
UP000581961	2073117
UP000582925	2073117
UP000659583	2073117
UP000664790	2073117
UP000672082	2073117
UP000699131	2073117
UP000699291	2073117
UP000700816	2073117
UP000707217	2073117
UP000708967	2073117
UP000713016	2073117
UP000714504	2073117
UP000716035	2073117
UP000716213	2073117
UP000723898	2073117
UP000724202	2073117
UP000724347	2073117
UP000729465	2073117
UP000730805	2073117
UP000731120	2073117
UP000731356	2073117
UP000735816	2073117
UP000737166	2073117
UP000742329	2073117
UP000742956	2073117
UP000743279	2073117
UP000745474	2073117
UP000750053	2073117
UP000751212	2073117
UP000753043	2073117
UP000755622	2073117
UP000755799	2073117
UP000763940	2073117
UP000764047	2073117
UP000764631	2073117
UP000772183	2073117
UP000775569	2073117
UP000776435	2073117
UP000779173	2073117
UP000782099	2073117
UP000784251	2073117
UP000785037	2073117
UP000785935	2073117
UP000237082	2073169
UP000054844	207340
UP000254919	207340
UP000194360	2074
UP000236612	2075548
UP000236490	2075549
UP000236391	2075551
UP000236270	2075552
UP000236411	2075555
UP000002710	207559
UP000244011	207608
UP000239872	2077091
UP000248006	2077140
UP000317952	2077140
UP000236416	2077146
UP000231435	2077182
UP000257089	2077198
UP000256408	2077199
UP000257063	2077200
UP000257001	2077201
UP000257034	2077202
UP000256350	2077203
UP000265841	2077204
UP000256662	2077205
UP000256265	2077206
UP000322844	2077273
UP000319716	2078
UP000320319	2078
UP000253913	2078569
UP000490800	2078573
UP000231375	2078585
UP000265745	2078689
UP000323285	2078691
UP000294302	2078785
UP000294447	2078787
UP000252602	2079007
UP000253652	2079008
UP000252697	2079009
UP000253650	2079010
UP000440787	2079197
UP000309487	2079199
UP000238598	2079227
UP000271587	2079234
UP000596827	2079448
UP000236893	2079460
UP000245533	2079485
UP000004263	207949
UP000238949	2079529
UP000244754	2079535
UP000002171	207954
UP000242733	207954
UP000243469	207954
UP000251990	2079575
UP000242390	2079596
UP000244978	2079791
UP000244962	2079792
UP000244384	2079793
UP000283930	2079806
UP000460512	2080243
UP000251692	2080288
UP000272268	2080302
UP000315878	2080302
UP000440511	2080302
UP000446073	2080302
UP000447275	2080302
UP000462914	2080302
UP000468927	2080302
UP000471758	2080302
UP000473322	2080302
UP000478743	2080302
UP000478796	2080302
UP000519008	2080302
UP000519895	2080302
UP000520965	2080302
UP000521258	2080302
UP000522019	2080302
UP000526575	2080302
UP000527594	2080302
UP000528033	2080302
UP000528494	2080302
UP000528762	2080302
UP000530584	2080302
UP000534471	2080302
UP000535663	2080302
UP000536283	2080302
UP000537900	2080302
UP000538573	2080302
UP000539665	2080302
UP000542824	2080302
UP000552929	2080302
UP000556874	2080302
UP000562243	2080302
UP000564746	2080302
UP000565658	2080302
UP000566261	2080302
UP000566938	2080302
UP000566998	2080302
UP000571624	2080302
UP000573968	2080302
UP000575433	2080302
UP000575590	2080302
UP000578004	2080302
UP000585373	2080302
UP000587168	2080302
UP000588356	2080302
UP000589880	2080302
UP000704325	2080302
UP000718465	2080302
UP000720742	2080302
UP000723168	2080302
UP000756779	2080302
UP000779828	2080302
UP000782387	2080302
UP000785704	2080302
UP000809283	2080302
UP000811134	2080302
UP000813639	2080302
UP000813670	2080302
UP000813683	2080302
UP000813695	2080302
UP001160805	2080302
UP000267849	2080303
UP000269083	2080303
UP000269188	2080303
UP000274923	2080303
UP000275375	2080303
UP000279068	2080303
UP000316141	2080303
UP000318234	2080303
UP000318250	2080303
UP000446023	2080303
UP000449035	2080303
UP000469577	2080303
UP000469772	2080303
UP000483890	2080303
UP000528025	2080303
UP000555190	2080303
UP000705330	2080303
UP000707614	2080303
UP000780359	2080303
UP000237310	2080416
UP000325423	2080451
UP000325987	2080452
UP000327186	2080453
UP000326280	2080454
UP000244130	2080469
UP000239341	2080528
UP000238208	2080558
UP000237697	2080573
UP000238026	2080574
UP000238238	2080575
UP000237887	2080578
UP000238959	2080582
UP000238487	2080583
UP000244906	2080658
UP000237290	2080673
UP000244989	2080740
UP000244729	2080742
UP000237091	2080745
UP000237414	2080746
UP000237426	2080747
UP000236956	2080748
UP000280296	2080755
UP000271426	2080757
UP000297706	2080758
UP000229281	2080765
UP000230902	2080766
UP000237186	2080842
UP000774530	2081357
UP000245990	2081523
UP000491197	2081523
UP000701066	2081523
UP000709837	2081523
UP000712672	2081523
UP000722848	2081523
UP000728390	2081523
UP000732362	2081523
UP000740024	2081523
UP000742276	2081523
UP000747829	2081523
UP000749540	2081523
UP000757826	2081523
UP000758720	2081523
UP000765106	2081523
UP000774304	2081523
UP000786407	2081523
UP000790832	2081523
UP000245648	2081524
UP000273980	2081524
UP000472980	2081524
UP000474458	2081524
UP000474606	2081524
UP000474928	2081524
UP000475705	2081524
UP000477307	2081524
UP000477420	2081524
UP000480201	2081524
UP000486234	2081524
UP000486640	2081524
UP000537571	2081524
UP000695127	2081524
UP000737988	2081524
UP000744640	2081524
UP000765766	2081524
UP000775127	2081524
UP000807857	2081524
UP000809633	2081524
UP000818979	2081524
UP000885884	2081524
UP000242366	2081703
UP000578645	2081706
UP000756749	2081706
UP000291892	2081791
UP000294215	2081791
UP000661163	2081791
UP000246104	2081795
UP000241874	2081962
UP000239562	2081964
UP000249260	2081970
UP000310541	208199
UP000447833	208199
UP000267239	2082188
UP000290527	2082189
UP000250207	2082193
UP000316241	208223
UP000230495	208224
UP000682928	208224
UP000830931	208224
UP001228563	208224
UP000357164	2082385
UP000293731	2082386
UP000292080	2082387
UP000239047	2082395
UP000616201	2082723
UP000652567	2082724
UP000245707	2082949
UP000240682	2083010
UP000319140	2083017
UP000239689	2083053
UP000255843	2083284
UP000274806	2083498
UP000276139	2083498
UP000277538	2083498
UP000280615	2083498
UP000237704	2083786
UP000000821	208435
UP000028492	208439
UP000199622	208445
UP000261287	208479
UP000283975	208479
UP000284543	208479
UP000744238	208479
UP000185628	208480
UP000199288	208480
UP000008304	208596
UP000252586	208602
UP000237945	2086263
UP000253465	2086273
UP000515237	2086471
UP000238220	2086571
UP000266506	2088
UP000292187	208962
UP000663211	208962
UP000000653	208963
UP000002438	208964
UP000237865	209274
UP000285655	2093353
UP000265882	2093360
UP000285961	2093361
UP000266426	2093366
UP000271308	2093367
UP000769853	2093367
UP000780336	2093367
UP000268632	2093368
UP000734552	2093368
UP000284985	2093369
UP000273552	2093370
UP000676706	2093370
UP000676994	2093370
UP000677327	2093370
UP000680080	2093370
UP000285281	2093372
UP000769791	2093372
UP000265460	2093373
UP000265776	2093373
UP000266539	2093373
UP000266675	2093373
UP000285388	2093373
UP000534735	2093373
UP000752975	2093373
UP000808281	2093373
UP000808869	2093373
UP000274977	2093374
UP000886283	2093377
UP000424606	2093742
UP000239182	2093747
UP000274208	2093793
UP000280489	2093793
UP000320742	2093793
UP000703886	2093793
UP000724241	2093793
UP000742627	2093793
UP000745856	2093793
UP000808802	2093793
UP000885682	2093793
UP000536041	2093794
UP000536793	2093794
UP000707788	2093794
UP000523533	2093811
UP000537222	2093811
UP000539353	2093811
UP000540013	2093811
UP000540517	2093811
UP000548804	2093811
UP000553777	2093811
UP000558588	2093811
UP000565315	2093811
UP000566754	2093811
UP000568759	2093811
UP000573068	2093811
UP000573626	2093811
UP000577293	2093811
UP000582579	2093811
UP000585883	2093811
UP000589849	2093811
UP000678406	2093811
UP000695721	2093811
UP000696655	2093811
UP000702912	2093811
UP000711369	2093811
UP000720792	2093811
UP000721984	2093811
UP000723080	2093811
UP000737416	2093811
UP000752016	2093811
UP000769239	2093811
UP000773962	2093811
UP000784083	2093811
UP000784217	2093811
UP000787632	2093811
UP000885872	2093812
UP000391881	2093813
UP000460566	2093813
UP000886273	2093813
UP000030902	2093824
UP000270673	2093856
UP000298642	2093857
UP001162175	2094
UP000262072	2094020
UP000258607	2094022
UP000248689	2094024
UP000238442	2094025
UP000664821	2094028
UP000786620	2094028
UP000269998	2094119
UP000294625	2094121
UP000247530	2094122
UP000244905	2094150
UP000244925	2094151
UP000295466	2094190
UP000238850	2094193
UP000239310	2094194
UP000238983	2094242
UP000243900	2094561
UP000239590	2094562
UP000092040	2096
UP000260136	2096
UP000327091	2096
UP000029712	2098
UP000199689	209880
UP000006454	209882
UP000215452	2099
UP000509536	2099
UP000703681	2099375
UP000717655	2099375
UP000719238	2099375
UP000767495	2099375
UP000681964	2099377
UP000503103	2099387
UP000237839	2099400
UP000237810	2099401
UP000250268	2099583
UP000698718	2099654
UP000245392	2099665
UP000398456	2099667
UP000748917	2099667
UP000577356	2099669
UP000699078	2099669
UP000706857	2099669
UP000721233	2099669
UP000269410	2099670
UP000321026	2099670
UP000545876	2099670
UP000554004	2099670
UP000564033	2099670
UP000576550	2099670
UP000714915	2099670
UP000741282	2099670
UP000745577	2099670
UP000748332	2099670
UP000754563	2099670
UP000760819	2099670
UP000775877	2099670
UP000781173	2099670
UP000782843	2099670
UP000783287	2099670
UP000569662	2099671
UP000582245	2099671
UP000273976	2099673
UP000279157	2099673
UP000557249	2099674
UP000564620	2099674
UP000577041	2099674
UP000704381	2099674
UP000321242	2099675
UP000321937	2099675
UP000509630	2099675
UP000517648	2099675
UP000535515	2099675
UP000546981	2099675
UP000564428	2099675
UP000704155	2099675
UP000709407	2099675
UP000714634	2099675
UP000723634	2099675
UP000746936	2099675
UP000747241	2099675
UP000753493	2099675
UP000762496	2099675
UP000763983	2099675
UP000765511	2099675
UP000767039	2099675
UP000824350	2099675
UP000824352	2099675
UP001161616	2099675
UP000556776	2099677
UP000281903	2099678
UP000518464	2099678
UP000521551	2099678
UP000525821	2099678
UP000566183	2099678
UP000709538	2099678
UP001162349	2099678
UP000543967	2099680
UP000591000	2099680
UP000634010	2099680
UP000656120	2099680
UP001174625	2099680
UP000315581	2099682
UP000425953	2099683
UP000238462	2099693
UP000239797	2099695
UP000252100	2099786
UP000239036	2099788
UP000238064	2099789
UP000335940	2099795
UP000238122	2099885
UP000028392	210
UP000031529	210
UP000036852	210
UP000037777	210
UP000078049	210
UP000078062	210
UP000186621	210
UP000188428	210
UP000188480	210
UP000188682	210
UP000189185	210
UP000189285	210
UP000192617	210
UP000198366	210
UP000219963	210
UP000219984	210
UP000219991	210
UP000220198	210
UP000220205	210
UP000220232	210
UP000220275	210
UP000220467	210
UP000220481	210
UP000220501	210
UP000220655	210
UP000220682	210
UP000220755	210
UP000244412	210
UP000244462	210
UP000244530	210
UP000244532	210
UP000244579	210
UP000244587	210
UP000244656	210
UP000244660	210
UP000244661	210
UP000244700	210
UP000244717	210
UP000244746	210
UP000244777	210
UP000250632	210
UP000254195	210
UP000254543	210
UP000256776	210
UP000266894	210
UP000267086	210
UP000269922	210
UP000270956	210
UP000271571	210
UP000272192	210
UP000273601	210
UP000273849	210
UP000275152	210
UP000275263	210
UP000276920	210
UP000276972	210
UP000279152	210
UP000279456	210
UP000279536	210
UP000280151	210
UP000281646	210
UP000281886	210
UP000283796	210
UP000285675	210
UP000288700	210
UP000288701	210
UP000288704	210
UP000288733	210
UP000288746	210
UP000288755	210
UP000288757	210
UP000288760	210
UP000288766	210
UP000288775	210
UP000288840	210
UP000288848	210
UP000288852	210
UP000288878	210
UP000288911	210
UP000288935	210
UP000288944	210
UP000288965	210
UP000288982	210
UP000288993	210
UP000288996	210
UP000289001	210
UP000289019	210
UP000289022	210
UP000289281	210
UP000290788	210
UP000315311	210
UP000315826	210
UP000315882	210
UP000316220	210
UP000316683	210
UP000316922	210
UP000317384	210
UP000317566	210
UP000317841	210
UP000318224	210
UP000318254	210
UP000318633	210
UP000318723	210
UP000318874	210
UP000318931	210
UP000319099	210
UP000319334	210
UP000319422	210
UP000319468	210
UP000319650	210
UP000320378	210
UP000320462	210
UP000320567	210
UP000320634	210
UP000320851	210
UP000322570	210
UP000322777	210
UP000323960	210
UP000324123	210
UP000324578	210
UP000324579	210
UP000324685	210
UP000431996	210
UP000434266	210
UP000437749	210
UP000438748	210
UP000441497	210
UP000441549	210
UP000443357	210
UP000460678	210
UP000460877	210
UP000461237	210
UP000461775	210
UP000462675	210
UP000470837	210
UP000471462	210
UP000471548	210
UP000483543	210
UP000502945	210
UP000595660	210
UP000708345	210
UP000290069	2100
UP001059132	2100
UP001193421	2100
UP000002512	210007
UP000481665	2100146
UP000242542	2100160
UP000237913	2100161
UP000295598	2100166
UP000295550	2100167
UP000239711	2100533
UP000245375	2100723
UP000245370	2100725
UP000245670	2100726
UP000541150	2100788
UP000239322	2100817
UP000290475	2100821
UP000244934	2100822
UP000033624	2103
UP000262934	2107588
UP000582123	2107588
UP000788109	2107588
UP000239836	2107688
UP000238937	2107692
UP000238278	2107693
UP000239001	2107694
UP000239576	2107698
UP000239512	2107700
UP000240885	2107701
UP000241121	2107702
UP000241186	2107704
UP000238117	2107705
UP000239157	2107706
UP000257855	2107713
UP000403266	2108360
UP000516361	2108365
UP000265846	2108445
UP000256729	2108467
UP000259328	2109
UP000289944	2109331
UP000241262	2109332
UP000240429	2109333
UP000279055	2109558
UP000240513	2109626
UP000240941	2109731
UP000530070	2109902
UP000536961	2109902
UP001027841	2109907
UP000696709	2109908
UP001027830	2109909
UP000711407	2109911
UP000237925	2109913
UP000239709	2109914
UP000239326	2109915
UP000287951	2109917
UP000239772	2109933
UP000186391	210994
UP000239866	2109942
UP000238805	2109944
UP000092701	211
UP000179541	211
UP000006902	2110
UP000000823	211110
UP000183376	211114
UP000316500	211146
UP000268857	211165
UP000290942	2112
UP000027088	2113
UP000239010	2114
UP000034832	211460
UP000521227	211460
UP000831534	211502
UP000008186	211586
UP000251431	2115968
UP000241762	2115978
UP000240367	2116516
UP000248333	2116518
UP000241562	2116540
UP000273516	2116655
UP000241829	2116657
UP000243002	2116684
UP000280575	2116686
UP000324858	2116687
UP000240243	2116700
UP000241229	2116701
UP000241167	2116704
UP000241912	2116706
UP000093180	211880
UP000215225	211880
UP000293700	211968
UP000839613	211968
UP000289440	2120
UP000001943	212042
UP000290482	2121
UP000289692	2124
UP000450000	212423
UP000601768	2125989
UP000181901	2125990
UP000300972	2126321
UP000294464	2126341
UP000249340	2126346
UP000240419	2126352
UP000240912	2126353
UP000241507	2126553
UP000305792	2126555
UP000235579	212663
UP000027219	212667
UP000326687	212667
UP000326789	212667
UP000240802	2126737
UP000241048	2126740
UP000240666	2126741
UP000245974	2126983
UP000242816	2127048
UP000243756	2127050
UP000001412	212717
UP000466517	212765
UP000010844	212767
UP000255103	213
UP000255335	213
UP000594995	213
UP000319386	2130
UP000324159	213224
UP000249542	213248
UP000464735	2133
UP000317944	2133752
UP000295270	2133765
UP000298340	2133765
UP000288102	2133766
UP000244112	2133943
UP000249375	2133944
UP000240515	2133946
UP000297744	2133948
UP000246094	2133949
UP000245473	2133950
UP000245986	2133951
UP000245993	2133952
UP000244867	2133958
UP000321940	2133959
UP000240739	2133960
UP000298715	2134
UP000516388	213419
UP000241596	2135430
UP000241519	2135448
UP000247661	2135460
UP000246195	2135462
UP000197334	213554
UP000553442	213554
UP000246138	2135588
UP000257009	2135608
UP000240272	2135609
UP000247542	2135619
UP000295243	2135622
UP000270484	2135623
UP000245903	2135624
UP000269432	2135626
UP000271452	2135627
UP000294964	2135628
UP000245620	2135631
UP000280330	2135632
UP000276203	2135633
UP000246133	2135634
UP000273018	2135635
UP000269246	2135637
UP000244708	2135638
UP000240835	2135642
UP000245599	2135643
UP000294661	2135651
UP000295594	2135655
UP000294671	2135656
UP000295158	2135657
UP000295179	2135658
UP000272235	2135659
UP000244098	2135660
UP000294483	2135661
UP000282300	2135662
UP000243996	2135670
UP000244643	2135689
UP000244433	2135694
UP000244801	2135723
UP000245524	2135737
UP000244119	2135754
UP000245168	2135793
UP000033097	213585
UP000242857	213588
UP000278152	213615
UP000310490	2136173
UP000241193	2136175
UP000240317	2136176
UP000267166	2136182
UP000281084	2136182
UP000240957	2136183
UP000664390	2136325
UP000308220	2136401
UP000242036	2137016
UP000240747	2137198
UP000251213	2137476
UP000289784	2137479
UP000468668	2137581
UP000552140	2137761
UP000298525	2137763
UP000240531	2137776
UP000253976	2137877
UP000739741	2137877
UP000245869	2137878
UP000682650	2137878
UP000245717	2137879
UP000245745	2137880
UP000588782	2137880
UP000031565	2138
UP000274545	2138
UP000007054	213810
UP000246018	2138300
UP000240889	2138576
UP000231179	2139
UP000181884	214095
UP000480854	214106
UP000294309	2143
UP000254337	2144175
UP000240400	214473
UP000254412	214473
UP000265695	214473
UP000036269	214675
UP000315938	2148
UP000253722	214851
UP000759273	214851
UP000782880	214851
UP000261212	214853
UP001055105	214856
UP001181347	214856
UP000232063	214888
UP000239250	214888
UP000232226	2149
UP000250166	215
UP000237990	2151
UP000239216	2151
UP000282698	215173
UP000199512	215200
UP000241434	215200
UP000247371	215220
UP000522590	215220
UP000502533	215221
UP000443582	2152716
UP000250831	2152717
UP000266575	2152761
UP000317374	2153354
UP000279469	2153357
UP000270713	2153358
UP000282303	2153359
UP000279660	2153360
UP000274884	2153361
UP000270390	2153362
UP000277487	2153363
UP000282015	2153364
UP000279933	2153365
UP000272943	2153366
UP000243986	2153385
UP000572627	2155
UP000232230	215578
UP000239406	215580
UP000294772	215580
UP000315388	215590
UP000308508	215690
UP000515977	215691
UP000192273	215743
UP000031599	215803
UP000237968	215803
UP000238823	215803
UP000029922	216
UP000255139	216
UP000217784	2161
UP000029499	216142
UP000250903	2161662
UP000244064	2161748
UP000247426	2161813
UP000253727	2161824
UP000244147	2161826
UP000244023	2161864
UP000244239	2161865
UP000244019	2161866
UP000244158	2161867
UP000029661	2162
UP000032423	2162
UP000062768	2162
UP000606900	2162
UP000289538	2162637
UP000258522	2162698
UP000245039	2162707
UP000245075	2162708
UP000245003	2162710
UP000245144	2162711
UP000244193	2162713
UP000245174	2162715
UP000244956	2162893
UP000252252	2163009
UP000252501	2163009
UP000252735	2163009
UP000253028	2163009
UP000267582	2163009
UP000268248	2163009
UP000268749	2163009
UP000271368	2163009
UP000273306	2163009
UP000273381	2163009
UP000274144	2163009
UP000276217	2163009
UP000276578	2163009
UP000279402	2163009
UP000280611	2163009
UP000281630	2163009
UP000282097	2163009
UP000282432	2163009
UP000282502	2163009
UP000288563	2163009
UP000318997	2163009
UP000521661	2163009
UP000521830	2163009
UP000525398	2163009
UP000526272	2163009
UP000526714	2163009
UP000527153	2163009
UP000529095	2163009
UP000530059	2163009
UP000531770	2163009
UP000532594	2163009
UP000532780	2163009
UP000534894	2163009
UP000535650	2163009
UP000536004	2163009
UP000536278	2163009
UP000536525	2163009
UP000537785	2163009
UP000537823	2163009
UP000537940	2163009
UP000539893	2163009
UP000540995	2163009
UP000541059	2163009
UP000542201	2163009
UP000544148	2163009
UP000544632	2163009
UP000545140	2163009
UP000548917	2163009
UP000550160	2163009
UP000550520	2163009
UP000551802	2163009
UP000552157	2163009
UP000553382	2163009
UP000554902	2163009
UP000554909	2163009
UP000555346	2163009
UP000557048	2163009
UP000557374	2163009
UP000562847	2163009
UP000563483	2163009
UP000568820	2163009
UP000569107	2163009
UP000570504	2163009
UP000571809	2163009
UP000572031	2163009
UP000573215	2163009
UP000575287	2163009
UP000576999	2163009
UP000577380	2163009
UP000577389	2163009
UP000577464	2163009
UP000579875	2163009
UP000582552	2163009
UP000582983	2163009
UP000583751	2163009
UP000583912	2163009
UP000585278	2163009
UP000587768	2163009
UP000588041	2163009
UP000589019	2163009
UP000590033	2163009
UP000590493	2163009
UP000592268	2163009
UP000608670	2163009
UP000609406	2163009
UP000613903	2163009
UP000615292	2163009
UP000620485	2163009
UP000622477	2163009
UP000624569	2163009
UP000628033	2163009
UP000628530	2163009
UP000628971	2163009
UP000629754	2163009
UP000636007	2163009
UP000646563	2163009
UP000648018	2163009
UP000650242	2163009
UP000655927	2163009
UP000724444	2163009
UP000731101	2163009
UP000733600	2163009
UP000746831	2163009
UP000768203	2163009
UP000771521	2163009
UP000244571	2163011
UP000574133	2163172
UP000321934	2163644
UP000317036	2163881
UP000244338	2163959
UP000278604	2164
UP000565820	2164
UP000759710	2164
UP000286482	2164068
UP000248573	2164130
UP000248800	2164130
UP000249202	2164130
UP000515304	2164130
UP000515331	2164130
UP000515714	2164130
UP000248943	2164131
UP000253191	2164156
UP000232229	216427
UP000002297	216432
UP000033491	216463
UP000001035	216591
UP000001407	216592
UP000001190	216594
UP000002332	216595
UP001152918	216595
UP000006575	216596
UP000008962	216597
UP000273508	216778
UP000274786	216778
UP000449004	216778
UP000028505	216816
UP000182842	216816
UP000232456	216816
UP000232554	216816
UP000232637	216816
UP000232654	216816
UP000232928	216816
UP000234964	216816
UP000245582	216816
UP000257074	216816
UP000261288	216816
UP000265775	216816
UP000265840	216816
UP000273962	216816
UP000284732	216816
UP000430971	216816
UP000432196	216816
UP000451234	216816
UP000460333	216816
UP000460881	216816
UP000461165	216816
UP000466472	216816
UP000467387	216816
UP000468842	216816
UP000476628	216816
UP000478746	216816
UP000481350	216816
UP000491334	216816
UP000638311	216816
UP000239785	216874
UP000002275	216895
UP000184498	216903
UP000466514	216929
UP000254792	216931
UP000323144	216932
UP000203229	216934
UP000094378	216938
UP000244496	2169400
UP000245618	2169409
UP000245449	2169410
UP000248383	2169412
UP000247880	2169413
UP000244450	2169414
UP000067476	216942
UP000067243	216946
UP000245021	2169526
UP000244315	2169540
UP000250782	2169582
UP000452269	2169593
UP000602155	2169593
UP000779643	2169593
UP000464855	216963
UP000464895	216964
UP000253816	2170265
UP000053881	217031
UP000077881	217031
UP000249254	2170551
UP000244446	2170575
UP000244817	2170577
UP000533469	217068
UP000251772	2170731
UP000245415	2170732
UP000245752	2170733
UP000251762	2170734
UP000247286	2170743
UP000234789	217090
UP000244780	2171494
UP000244614	2171625
UP000519439	217168
UP000245627	2171749
UP000245998	2171751
UP000261704	2171755
UP000244822	2171975
UP000244710	2171979
UP000239477	217203
UP000239990	217203
UP001161094	217203
UP000494183	217204
UP000325415	2172043
UP000244937	2172098
UP000244441	2172099
UP000244908	2172103
UP000245911	2172121
UP000245553	2172545
UP000266490	2172549
UP000266571	2172549
UP000439029	2172549
UP000265450	2172550
UP000267367	2172550
UP000268590	2172550
UP000270192	2172550
UP000271542	2172550
UP000274032	2172550
UP000276056	2172550
UP000276319	2172550
UP000277620	2172550
UP000279744	2172550
UP000280740	2172550
UP000281727	2172550
UP000333339	2172550
UP000525809	2172550
UP000555137	2172550
UP000567245	2172550
UP000701110	2172550
UP000717464	2172550
UP000742127	2172550
UP000755089	2172550
UP000244913	2172650
UP000244917	2172650
UP000245073	2172652
UP000232133	2173
UP000279029	2173034
UP000296159	2173106
UP000585802	2173149
UP000589132	2173149
UP000589516	2173149
UP000244935	2173169
UP000244893	2173173
UP000245142	2173174
UP000245647	2173175
UP000245623	2173179
UP000286715	2173829
UP000246115	2173853
UP000262901	2173853
UP000244884	2173854
UP000545932	2174442
UP000247099	2174842
UP000245064	2174844
UP000245962	2174845
UP000244900	2174846
UP000266615	2174932
UP000245890	2175090
UP000244929	2175091
UP000252132	2175152
UP000252289	2175152
UP000253570	2175152
UP000785783	2175152
UP000245283	2175228
UP000245212	2175229
UP000265896	2175601
UP000712517	2175601
UP000798737	2175601
UP000248892	2175621
UP000248540	2175624
UP000248331	2175643
UP000248705	2175644
UP000249476	2175645
UP000248589	2175646
UP000248620	2175647
UP000249651	2175648
UP000248059	2175649
UP000248587	2175650
UP000248566	2175654
UP000248716	2175659
UP000247527	2175664
UP000249136	2175666
UP000249296	2175674
UP000246014	2175803
UP000464107	2175864
UP000186879	2177
UP000198669	2177
UP000267921	2177
UP000561849	217992
UP000228976	218139
UP000715651	218139
UP000029050	218140
UP000288028	218144
UP000000739	218208
UP000675882	2182327
UP000254508	2182384
UP000245590	2182385
UP000245252	2182425
UP000245474	2182432
UP000251800	2182787
UP000245059	2182793
UP000050398	218284
UP000322267	218284
UP000323317	218284
UP000325182	218284
UP000465062	218284
UP000249016	2183553
UP000245728	2183582
UP000246045	2183878
UP000245250	2183896
UP000285351	2183898
UP000294792	2183899
UP000249162	2183901
UP000253187	2183906
UP000247116	2183907
UP000266296	2183909
UP000245994	2183911
UP000272367	2183912
UP000253211	2183914
UP000251706	2183921
UP000249631	2183926
UP000249023	2183930
UP000246506	2183985
UP000295806	2183986
UP000294904	2183987
UP000294837	2183989
UP000280947	2183992
UP000256852	2183993
UP000284518	2183994
UP000278259	2183995
UP000255116	2183996
UP000284856	2183997
UP000246445	2183998
UP000254305	2184000
UP000252498	2184001
UP000310521	2184006
UP000308944	2184007
UP000519129	2184014
UP000520010	2184014
UP000532024	2184014
UP000545203	2184014
UP000561174	2184014
UP000590339	2184014
UP000679022	2184014
UP000712387	2184014
UP000245765	2184016
UP000519058	2184052
UP000519937	2184052
UP000520160	2184052
UP000521085	2184052
UP000536524	2184052
UP000544804	2184052
UP000547286	2184052
UP000549560	2184052
UP000551573	2184052
UP000560011	2184052
UP000578018	2184052
UP000582445	2184052
UP000584825	2184052
UP000591381	2184052
UP000249616	2184053
UP000244940	2184063
UP000248079	2184082
UP000246132	2184161
UP000256642	2184310
UP000257121	2184311
UP000257122	2184312
UP000248590	2184341
UP000249350	2184342
UP000249596	2184343
UP000248844	2184344
UP000249836	2184345
UP000248780	2184346
UP000249251	2184347
UP000539182	2184419
UP000274808	2184547
UP000277802	2184554
UP000267232	2184557
UP000272263	2184559
UP000281811	2184562
UP000273692	2184565
UP000272759	2184566
UP000272185	2184571
UP000282132	2184573
UP000278515	2184574
UP000249590	2184697
UP000422764	2184719
UP000246840	2184738
UP000885799	2184738
UP000247152	2184757
UP000260665	2184758
UP000247345	218490
UP000007966	218491
UP000000289	218493
UP000000449	218495
UP000001012	218497
UP000273266	2185272
UP000245372	2185284
